"","ID","Title","U","N1","AUC","P.Value","adj.P.Val"
"GO:0043242","GO:0043242","negative regulation of protein complex disassembly",418296,63,0.503192046049189,0.465121869105309,0.496585710383664
"GO:0042923","GO:0042923","neuropeptide binding",140515,21,0.505491461523795,0.465306597411572,0.496585710383664
"GO:0050905","GO:0050905","neuromuscular process",687134,105,0.4975392179224,0.465341145650557,0.496585710383664
"GO:0015858","GO:0015858","nucleoside transport",113920,17,0.506092928826239,0.465362131953728,0.496585710383664
"GO:2001021","GO:2001021","negative regulation of response to DNA damage stimulus",288505,44,0.496210974586183,0.465376462889199,0.496585710383664
"GO:0030286","GO:0030286","dynein complex",275407,42,0.496164461547331,0.465753998467176,0.496585710383664
"GO:0042476","GO:0042476","odontogenesis",798389,121,0.502265068002368,0.465772657832397,0.496585710383664
"GO:0006638","GO:0006638","neutral lipid metabolic process",940290,144,0.497925245284937,0.465827767595348,0.496585710383664
"GO:0032222","GO:0032222","regulation of synaptic transmission, cholinergic",73947,11,0.507469958892923,0.465834547420262,0.496585710383664
"GO:1903749","GO:1903749","positive regulation of establishment of protein localization to mitochondrion",700418,106,0.502411570949823,0.465872940203519,0.496585710383664
"GO:0006378","GO:0006378","mRNA polyadenylation",229467,35,0.495817893065114,0.465904464116154,0.496585710383664
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis",140474,21,0.505343967306648,0.466236467346595,0.496585710383664
"GO:0098802","GO:0098802","plasma membrane receptor complex",1077835,164,0.501921844672853,0.466244087659603,0.496585710383664
"GO:0006266","GO:0006266","DNA ligation",113884,17,0.505932997774293,0.466269460521875,0.496585710383664
"GO:0071295","GO:0071295","cellular response to vitamin",213446,32,0.504323869650688,0.466289076932693,0.496585710383664
"GO:0006941","GO:0006941","striated muscle contraction",961065,146,0.502031496819812,0.466310130250739,0.496585710383664
"GO:0044665","GO:0044665","MLL1/2 complex",150652,23,0.494906456858462,0.466322927819891,0.496585710383664
"GO:0071339","GO:0071339","MLL1 complex",150652,23,0.494906456858462,0.466322927819891,0.496585710383664
"GO:0035458","GO:0035458","cellular response to interferon-beta",91500,14,0.493484920395219,0.46638416238791,0.496585710383664
"GO:0007368","GO:0007368","determination of left/right symmetry",739574,112,0.502307872030601,0.466435081012048,0.496585710383664
"GO:0035024","GO:0035024","negative regulation of Rho protein signal transduction",91503,14,0.493501100228675,0.466467482788986,0.496585710383664
"GO:0008331","GO:0008331","high voltage-gated calcium channel activity",71791,11,0.492674156069642,0.466492422736884,0.496585710383664
"GO:0046580","GO:0046580","negative regulation of Ras protein signal transduction",242638,37,0.496012690702956,0.466577578068381,0.496585710383664
"GO:0033151","GO:0033151","V(D)J recombination",87246,13,0.506699189824898,0.466690247721706,0.496585710383664
"GO:0021517","GO:0021517","ventral spinal cord development",314827,48,0.496509904113046,0.46669180853759,0.496585710383664
"GO:0030502","GO:0030502","negative regulation of bone mineralization",107214,16,0.506031943815134,0.466729060971176,0.496585710383664
"GO:0007127","GO:0007127","meiosis I",497108,75,0.502776808516018,0.466905876728606,0.496585710383664
"GO:0003950","GO:0003950","NAD+ ADP-ribosyltransferase activity",147085,22,0.505113464655622,0.466932131535271,0.496585710383664
"GO:0008307","GO:0008307","structural constituent of muscle",253130,38,0.503881678477586,0.467026455126364,0.496585710383664
"GO:0006778","GO:0006778","porphyrin-containing compound metabolic process",226652,34,0.504101277534607,0.467041106005768,0.496585710383664
"GO:0050866","GO:0050866","negative regulation of cell activation",1037436,159,0.49811090289191,0.467320495773522,0.496681495451689
"GO:0030551","GO:0030551","cyclic nucleotide binding",233254,35,0.504000605006428,0.467381202707078,0.496681495451689
"GO:0001227","GO:0001227","transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",1063279,163,0.498143111804487,0.46748071236292,0.496681495451689
"GO:0071674","GO:0071674","mononuclear cell migration",104688,16,0.494109651110104,0.467508623994118,0.496681495451689
"GO:0001974","GO:0001974","blood vessel remodeling",288642,44,0.496446606216547,0.467525196337438,0.496681495451689
"GO:0045445","GO:0045445","myoblast differentiation",510187,77,0.502678491374342,0.46765563770676,0.496736347230487
"GO:0060968","GO:0060968","regulation of gene silencing",259683,39,0.503709695252172,0.468074533432127,0.497092566804042
"GO:1903793","GO:1903793","positive regulation of anion transport",358744,54,0.503135974508286,0.468259673842414,0.497092566804042
"GO:0034237","GO:0034237","protein kinase A regulatory subunit binding",98145,15,0.494072340104206,0.468338879251803,0.497092566804042
"GO:0004252","GO:0004252","serine-type endopeptidase activity",908820,138,0.501955196182397,0.468462471175833,0.497092566804042
"GO:0016829","GO:0016829","lyase activity",1012727,154,0.501842899164328,0.468616447065223,0.497092566804042
"GO:0048711","GO:0048711","positive regulation of astrocyte differentiation",80519,12,0.506561729327092,0.468649776257911,0.497092566804042
"GO:0033619","GO:0033619","membrane protein proteolysis",345520,52,0.503151248267105,0.468698255185876,0.497092566804042
"GO:0060055","GO:0060055","angiogenesis involved in wound healing",107129,16,0.505630758193626,0.468938144429189,0.497092566804042
"GO:0001047","GO:0001047","core promoter binding",966557,148,0.498153359308966,0.469163424008798,0.497092566804042
"GO:0051290","GO:0051290","protein heterotetramerization",236226,36,0.496281450108405,0.469248572101669,0.497092566804042
"GO:0048365","GO:0048365","Rac GTPase binding",282190,43,0.496599178171387,0.46927057217288,0.497092566804042
"GO:0042482","GO:0042482","positive regulation of odontogenesis",73832,11,0.506680757907451,0.469438294752142,0.497092566804042
"GO:0060457","GO:0060457","negative regulation of digestive system process",104765,16,0.494473078084881,0.46951006578869,0.497092566804042
"GO:0061351","GO:0061351","neural precursor cell proliferation",889176,135,0.501904205508564,0.469615110441244,0.497092566804042
"GO:0010842","GO:0010842","retina layer formation",144230,22,0.49530893705871,0.469659133888001,0.497092566804042
"GO:0031227","GO:0031227","intrinsic component of endoplasmic reticulum membrane",719623,109,0.50209490239255,0.469933379023526,0.497092566804042
"GO:1904888","GO:1904888","cranial skeletal system development",365217,55,0.502939414595856,0.469973038129695,0.497092566804042
"GO:0048713","GO:0048713","regulation of oligodendrocyte differentiation",199997,30,0.50397389376071,0.4699930788403,0.497092566804042
"GO:0009855","GO:0009855","determination of bilateral symmetry",785145,120,0.498011493377988,0.470067001341046,0.497092566804042
"GO:0006475","GO:0006475","internal protein amino acid acetylation",901923,138,0.498145877518558,0.470089889366135,0.497092566804042
"GO:0001708","GO:0001708","cell fate specification",544158,83,0.497618252897739,0.470141646084537,0.497092566804042
"GO:0060390","GO:0060390","regulation of SMAD protein import into nucleus",107082,16,0.505408926144087,0.470160052728009,0.497092566804042
"GO:0071548","GO:0071548","response to dexamethasone",219854,33,0.50376124190869,0.470215177862712,0.497092566804042
"GO:0009799","GO:0009799","specification of symmetry",797912,121,0.501964988169809,0.470298751384525,0.497092566804042
"GO:0048333","GO:0048333","mesodermal cell differentiation",206600,31,0.503856969005236,0.470394905251936,0.497092566804042
"GO:0051984","GO:0051984","positive regulation of chromosome segregation",117955,18,0.494943773078214,0.470414888672587,0.497092566804042
"GO:0009264","GO:0009264","deoxyribonucleotide catabolic process",131110,20,0.49520320290074,0.470416251321163,0.497092566804042
"GO:0044380","GO:0044380","protein localization to cytoskeleton",186722,28,0.504054637728107,0.470418979134815,0.497092566804042
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome",279369,42,0.50330227429955,0.47050703368637,0.497092566804042
"GO:0034236","GO:0034236","protein kinase A catalytic subunit binding",93764,14,0.505695301376365,0.470607504260091,0.497092566804042
"GO:0000803","GO:0000803","sex chromosome",177155,27,0.49590327989542,0.470649259799212,0.497092566804042
"GO:0016004","GO:0016004","phospholipase activator activity",71926,11,0.493600609400413,0.470723730126882,0.497092566804042
"GO:0006536","GO:0006536","glutamate metabolic process",203458,31,0.496194245885127,0.470787433479572,0.497092566804042
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage",629040,96,0.497834675581219,0.470819169747771,0.497092566804042
"GO:0010824","GO:0010824","regulation of centrosome duplication",193327,29,0.503926848277426,0.470844491299647,0.497092566804042
"GO:0050857","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway",93752,14,0.505630582042542,0.470941073097899,0.497092566804042
"GO:0000800","GO:0000800","lateral element",73774,11,0.506282726106082,0.471256805773193,0.497092566804042
"GO:0051531","GO:0051531","NFAT protein import into nucleus",107039,16,0.505205973417913,0.471278215302164,0.497092566804042
"GO:0005697","GO:0005697","telomerase holoenzyme complex",124569,19,0.495223442699202,0.471285027704863,0.497092566804042
"GO:0004536","GO:0004536","deoxyribonuclease activity",341377,52,0.497118151423013,0.471370039732204,0.497092566804042
"GO:0090670","GO:0090670","RNA localization to Cajal body",107035,16,0.505187094094548,0.47138224207326,0.497092566804042
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body",107035,16,0.505187094094548,0.47138224207326,0.497092566804042
"GO:0090672","GO:0090672","telomerase RNA localization",107035,16,0.505187094094548,0.47138224207326,0.497092566804042
"GO:0050961","GO:0050961","detection of temperature stimulus involved in sensory perception",85109,13,0.494288120335685,0.471592458178811,0.497147894949163
"GO:0050965","GO:0050965","detection of temperature stimulus involved in sensory perception of pain",85109,13,0.494288120335685,0.471592458178811,0.497147894949163
"GO:0050664","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",93719,14,0.505452603874531,0.471858491831018,0.497265152475018
"GO:0051646","GO:0051646","mitochondrion localization",190369,29,0.496216514918896,0.471907472423019,0.497265152475018
"GO:0001731","GO:0001731","formation of translation preinitiation complex",111438,17,0.495066571300373,0.471944050416896,0.497265152475018
"GO:0006067","GO:0006067","ethanol metabolic process",87056,13,0.505595725527775,0.472169486365731,0.497265152475018
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization",1154717,176,0.501520566079693,0.472334823110142,0.497265152475018
"GO:0042440","GO:0042440","pigment metabolic process",397993,60,0.502592564529979,0.472340113875732,0.497265152475018
"GO:0019531","GO:0019531","oxalate transmembrane transporter activity",71980,11,0.493971190732722,0.472417205984006,0.497265152475018
"GO:1901385","GO:1901385","regulation of voltage-gated calcium channel activity",146836,22,0.504258358746119,0.47245412385407,0.497265152475018
"GO:0090185","GO:0090185","negative regulation of kidney development",111461,17,0.49516874947245,0.472524460164675,0.497265152475018
"GO:0003300","GO:0003300","cardiac muscle hypertrophy",378213,57,0.502637360008612,0.472571406183004,0.497265152475018
"GO:0032479","GO:0032479","regulation of type I interferon production",765912,117,0.49815511835145,0.472571515679098,0.497265152475018
"GO:0015721","GO:0015721","bile acid and bile salt transport",193231,29,0.503676614334756,0.472700007159043,0.497317333520856
"GO:0003281","GO:0003281","ventricular septum development",374271,57,0.497398522440485,0.472944101617801,0.497491100216456
"GO:0071675","GO:0071675","regulation of mononuclear cell migration",98332,15,0.495013717939037,0.473360960811577,0.497774703164819
"GO:0098581","GO:0098581","detection of external biotic stimulus",150977,23,0.495974113434405,0.47337236127842,0.497774703164819
"GO:0006446","GO:0006446","regulation of translational initiation",509695,77,0.502193732221803,0.473500896074639,0.497774703164819
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process",1057499,161,0.501513077054771,0.473653612128083,0.497774703164819
"GO:0014031","GO:0014031","mesenchymal cell development",1109264,169,0.50146629289421,0.473849241264267,0.497774703164819
"GO:0045120","GO:0045120","pronucleus",100293,15,0.504885599939591,0.47389834672957,0.497774703164819
"GO:0016137","GO:0016137","glycoside metabolic process",106936,16,0.504719830841263,0.473957509005962,0.497774703164819
"GO:0048934","GO:0048934","peripheral nervous system neuron differentiation",78615,12,0.494583270421259,0.474114408256927,0.497774703164819
"GO:0048935","GO:0048935","peripheral nervous system neuron development",78615,12,0.494583270421259,0.474114408256927,0.497774703164819
"GO:0015020","GO:0015020","glucuronosyltransferase activity",160012,24,0.503790741020604,0.474388114338623,0.497774703164819
"GO:0044804","GO:0044804","nucleophagy",111536,17,0.495501939164005,0.474417499549205,0.497774703164819
"GO:0018904","GO:0018904","ether metabolic process",80326,12,0.505347526297247,0.474444854743774,0.497774703164819
"GO:0004693","GO:0004693","cyclin-dependent protein serine/threonine kinase activity",124702,19,0.495752183540655,0.474460335336436,0.497774703164819
"GO:0097472","GO:0097472","cyclin-dependent protein kinase activity",124702,19,0.495752183540655,0.474460335336436,0.497774703164819
"GO:0036002","GO:0036002","pre-mRNA binding",140111,21,0.504038103871903,0.474476681786361,0.497774703164819
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation",492246,75,0.497859364332853,0.474477299161388,0.497774703164819
"GO:0015149","GO:0015149","hexose transmembrane transporter activity",104964,16,0.495412324422293,0.474686069497445,0.497802765192121
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process",673378,102,0.501804887354759,0.474928427026708,0.497802765192121
"GO:0030809","GO:0030809","negative regulation of nucleotide biosynthetic process",262841,40,0.497127023755485,0.474952660210438,0.497802765192121
"GO:1900372","GO:1900372","negative regulation of purine nucleotide biosynthetic process",262841,40,0.497127023755485,0.474952660210438,0.497802765192121
"GO:0007080","GO:0007080","mitotic metaphase plate congression",210258,32,0.496791357931347,0.474972888289089,0.497802765192121
"GO:0006720","GO:0006720","isoprenoid metabolic process",790900,120,0.501661846044553,0.474977920016725,0.497802765192121
"GO:0000096","GO:0000096","sulfur amino acid metabolic process",292286,44,0.502714063596461,0.475186337607815,0.497896807888737
"GO:0001885","GO:0001885","endothelial cell development",351661,53,0.502469762025534,0.475225637991217,0.497896807888737
"GO:0031294","GO:0031294","lymphocyte costimulation",498862,76,0.497949756046922,0.475392534094477,0.497988888548694
"GO:0051955","GO:0051955","regulation of amino acid transport",164240,25,0.496455830121666,0.475559964743631,0.49803098692167
"GO:0051968","GO:0051968","positive regulation of synaptic transmission, glutamatergic",120152,18,0.504162470627727,0.47563942038127,0.49803098692167
"GO:0031016","GO:0031016","pancreas development",616459,94,0.498182502893126,0.475755527247689,0.49803098692167
"GO:0071480","GO:0071480","cellular response to gamma radiation",113508,17,0.504262606787296,0.475755598314026,0.49803098692167
"GO:0010677","GO:0010677","negative regulation of cellular carbohydrate metabolic process",256323,39,0.497192269867964,0.475827796801888,0.49803098692167
"GO:0045978","GO:0045978","negative regulation of nucleoside metabolic process",133406,20,0.503875207735307,0.476094675944078,0.498071673564363
"GO:1903579","GO:1903579","negative regulation of ATP metabolic process",133406,20,0.503875207735307,0.476094675944078,0.498071673564363
"GO:0017157","GO:0017157","regulation of exocytosis",933948,142,0.501456129273353,0.476168493606539,0.498071673564363
"GO:0051532","GO:0051532","regulation of NFAT protein import into nucleus",100208,15,0.504457700923758,0.476182755021236,0.498071673564363
"GO:0033003","GO:0033003","regulation of mast cell activation",216913,33,0.497022397891963,0.476414427808271,0.498231315492871
"GO:0010758","GO:0010758","regulation of macrophage chemotaxis",100195,15,0.504392257544866,0.476532206019028,0.49825985963413
"GO:0051784","GO:0051784","negative regulation of nuclear division",443733,67,0.502075702904626,0.476599824485827,0.49825985963413
"GO:0055117","GO:0055117","regulation of cardiac muscle contraction",413870,63,0.497867758951503,0.476687617557521,0.498268997257886
"GO:0031295","GO:0031295","T cell costimulation",496284,75,0.501943411969961,0.476826562360467,0.498331590541871
"GO:0065005","GO:0065005","protein-lipid complex assembly",159889,24,0.503403480932951,0.477002631440212,0.498364402451598
"GO:0033962","GO:0033962","cytoplasmic mRNA processing body assembly",124809,19,0.496177561510847,0.477016093922019,0.498364402451598
"GO:0070828","GO:0070828","heterochromatin organization",85309,13,0.495449661701077,0.477365223903116,0.498465084526726
"GO:0043296","GO:0043296","apical junction complex",772937,118,0.498501792946882,0.477626470996115,0.498465084526726
"GO:0072488","GO:0072488","ammonium transmembrane transport",157759,24,0.496697269658959,0.477682997888634,0.498465084526726
"GO:0017069","GO:0017069","snRNA binding",197252,30,0.497056748311662,0.477768461988143,0.498465084526726
"GO:0019888","GO:0019888","protein phosphatase regulator activity",450210,68,0.501951121616198,0.477840554401593,0.498465084526726
"GO:0010661","GO:0010661","positive regulation of muscle cell apoptotic process",86859,13,0.504451607282864,0.477856145212844,0.498465084526726
"GO:0072608","GO:0072608","interleukin-10 secretion",85326,13,0.495548392717136,0.477856145212844,0.498465084526726
"GO:0071108","GO:0071108","protein K48-linked deubiquitination",139962,21,0.50350208830227,0.477862394332765,0.498465084526726
"GO:0042762","GO:0042762","regulation of sulfur metabolic process",124846,19,0.496324654827642,0.477900086291863,0.498465084526726
"GO:0051923","GO:0051923","sulfation",100144,15,0.504135518135367,0.47790330093527,0.498465084526726
"GO:0005262","GO:0005262","calcium channel activity",699223,106,0.501554394481936,0.477989259645379,0.498472254061023
"GO:0097526","GO:0097526","spliceosomal tri-snRNP complex",146581,22,0.503382647874942,0.478114659978132,0.498520546210449
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress",289329,44,0.497628204246185,0.478313247650399,0.498540926403298
"GO:1903513","GO:1903513","endoplasmic reticulum to cytosol transport",361548,55,0.497886843899114,0.478405618807298,0.498540926403298
"GO:0036152","GO:0036152","phosphatidylethanolamine acyl-chain remodeling",139928,21,0.503379776024635,0.478635205827856,0.498540926403298
"GO:0031669","GO:0031669","cellular response to nutrient levels",1071102,164,0.498786448457122,0.478670963704475,0.498540926403298
"GO:0006607","GO:0006607","NLS-bearing protein import into nucleus",151231,23,0.496808528112219,0.478887688903703,0.498540926403298
"GO:0006361","GO:0006361","transcription initiation from RNA polymerase I promoter",212760,32,0.502703009224255,0.478914210434319,0.498540926403298
"GO:0050850","GO:0050850","positive regulation of calcium-mediated signaling",259030,39,0.50244306466411,0.478965216267346,0.498540926403298
"GO:0002369","GO:0002369","T cell cytokine production",170992,26,0.497023532694633,0.479066863961783,0.498540926403298
"GO:0019208","GO:0019208","phosphatase regulator activity",525347,80,0.498318219760206,0.479290643138135,0.498540926403298
"GO:0005903","GO:0005903","brush border",629841,96,0.498468602795928,0.4793545909562,0.498540926403298
"GO:0015908","GO:0015908","fatty acid transport",505748,77,0.498304820890361,0.479518427803482,0.498540926403298
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity",482916,73,0.501728302710116,0.479664827541916,0.498540926403298
"GO:0034067","GO:0034067","protein localization to Golgi apparatus",177607,27,0.497168546371177,0.479707720280194,0.498540926403298
"GO:0006654","GO:0006654","phosphatidic acid biosynthetic process",190774,29,0.497272189364536,0.479740548412188,0.498540926403298
"GO:0060292","GO:0060292","long term synaptic depression",138100,21,0.496803692391817,0.479794572791192,0.498540926403298
"GO:0050974","GO:0050974","detection of mechanical stimulus involved in sensory perception",164446,25,0.497078515831633,0.479851694887631,0.498540926403298
"GO:0042168","GO:0042168","heme metabolic process",171034,26,0.497145614361455,0.479925128128293,0.498540926403298
"GO:1902116","GO:1902116","negative regulation of organelle assembly",131520,20,0.496751775192627,0.479960714019724,0.498540926403298
"GO:0009148","GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process",111759,17,0.496492623180229,0.48004938385073,0.498540926403298
"GO:0015697","GO:0015697","quaternary ammonium group transport",119967,18,0.503386203423968,0.480180592548391,0.498540926403298
"GO:0035510","GO:0035510","DNA dealkylation",144709,22,0.496953899832413,0.480291319330506,0.498540926403298
"GO:0031929","GO:0031929","TOR signaling",446907,68,0.498268518931454,0.480333637224153,0.498540926403298
"GO:0071867","GO:0071867","response to monoamine",230292,35,0.49760050129104,0.480425310259647,0.498540926403298
"GO:0034358","GO:0034358","plasma lipoprotein particle",232508,35,0.502388695022742,0.480513414220651,0.498540926403298
"GO:1990777","GO:1990777","lipoprotein particle",232508,35,0.502388695022742,0.480513414220651,0.498540926403298
"GO:0015399","GO:0015399","primary active transmembrane transporter activity",747225,114,0.498676602492232,0.480570103087026,0.498540926403298
"GO:0015405","GO:0015405","P-P-bond-hydrolysis-driven transmembrane transporter activity",747225,114,0.498676602492232,0.480570103087026,0.498540926403298
"GO:0070168","GO:0070168","negative regulation of biomineral tissue development",118371,18,0.496689325276939,0.480622583181086,0.498540926403298
"GO:0060351","GO:0060351","cartilage development involved in endochondral bone morphogenesis",164485,25,0.497196402932064,0.480664485134542,0.498540926403298
"GO:0032308","GO:0032308","positive regulation of prostaglandin secretion",78837,12,0.495979918465952,0.480786556243784,0.498540926403298
"GO:0031430","GO:0031430","M band",131559,20,0.496899078410636,0.48086928711458,0.498540926403298
"GO:0008212","GO:0008212","mineralocorticoid metabolic process",85434,13,0.496175625054447,0.48097569326998,0.498540926403298
"GO:0070977","GO:0070977","bone maturation",126564,19,0.503154555321001,0.481030741648365,0.498540926403298
"GO:0015145","GO:0015145","monosaccharide transmembrane transporter activity",118395,18,0.49679003021148,0.481211940989961,0.498540926403298
"GO:0030148","GO:0030148","sphingolipid biosynthetic process",486267,74,0.498420485108895,0.481288516368899,0.498540926403298
"GO:0032647","GO:0032647","regulation of interferon-alpha production",126551,19,0.503102873885371,0.481341484364159,0.498540926403298
"GO:0048596","GO:0048596","embryonic camera-type eye morphogenesis",172926,26,0.502645102781137,0.481396652480042,0.498540926403298
"GO:0046605","GO:0046605","regulation of centrosome cycle",223776,34,0.497704708017508,0.481543954392669,0.498540926403298
"GO:0015874","GO:0015874","norepinephrine transport",139799,21,0.50291570885361,0.481568049603668,0.498540926403298
"GO:0015298","GO:0015298","solute:cation antiporter activity",159670,24,0.502713969069568,0.481660126183933,0.498540926403298
"GO:0030201","GO:0030201","heparan sulfate proteoglycan metabolic process",199383,30,0.502426670698518,0.481669031383724,0.498540926403298
"GO:1901533","GO:1901533","negative regulation of hematopoietic progenitor cell differentiation",151366,23,0.49725201622838,0.481820777493024,0.498540926403298
"GO:0032413","GO:0032413","negative regulation of ion transmembrane transporter activity",351197,53,0.501806777021283,0.481872591922006,0.498540926403298
"GO:0072498","GO:0072498","embryonic skeletal joint development",106629,16,0.503270842772995,0.481949882104222,0.498540926403298
"GO:0045947","GO:0045947","negative regulation of translational initiation",125016,19,0.497000488985891,0.481963003619009,0.498540926403298
"GO:0006937","GO:0006937","regulation of muscle contraction",961609,147,0.498936604616677,0.482292061653442,0.498540926403298
"GO:0019887","GO:0019887","protein kinase regulator activity",1056451,161,0.501016068826155,0.482302032455026,0.498540926403298
"GO:0006734","GO:0006734","NADH metabolic process",243561,37,0.497899533297763,0.482382612611662,0.498540926403298
"GO:0033006","GO:0033006","regulation of mast cell activation involved in immune response",164568,25,0.49744729086375,0.482394532886999,0.498540926403298
"GO:0043304","GO:0043304","regulation of mast cell degranulation",164568,25,0.49744729086375,0.482394532886999,0.498540926403298
"GO:0010172","GO:0010172","embryonic body morphogenesis",86696,13,0.50350495107007,0.482564811889206,0.498540926403298
"GO:0045880","GO:0045880","positive regulation of smoothened signaling pathway",164577,25,0.497474495579234,0.482582148934396,0.498540926403298
"GO:0005088","GO:0005088","Ras guanyl-nucleotide exchange factor activity",750981,114,0.501183249511484,0.482626872410385,0.498540926403298
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation",443253,67,0.501532591760325,0.482719677908952,0.498540926403298
"GO:0034062","GO:0034062","RNA polymerase activity",256738,39,0.497997249491311,0.482755203207606,0.498540926403298
"GO:0045069","GO:0045069","regulation of viral genome replication",473300,72,0.49852958525035,0.482816247758361,0.498540926403298
"GO:0015103","GO:0015103","inorganic anion transmembrane transporter activity",727931,111,0.498816227043199,0.482847439899869,0.498540926403298
"GO:0006658","GO:0006658","phosphatidylserine metabolic process",171177,26,0.497561273369919,0.482847987346575,0.498540926403298
"GO:0071542","GO:0071542","dopaminergic neuron differentiation",190937,29,0.497697065746362,0.482895500176046,0.498540926403298
"GO:0072010","GO:0072010","glomerular epithelium development",125057,19,0.49716348428288,0.482943180160687,0.498540926403298
"GO:0030552","GO:0030552","cAMP binding",152986,23,0.502573873622312,0.482972564213042,0.498540926403298
"GO:0021885","GO:0021885","forebrain cell migration",401247,61,0.49843295234759,0.483137246895322,0.498540926403298
"GO:0008045","GO:0008045","motor neuron axon guidance",199299,30,0.502214998488056,0.483267841758485,0.498540926403298
"GO:0033089","GO:0033089","positive regulation of T cell differentiation in thymus",73385,11,0.503613167990008,0.48346700375433,0.498540926403298
"GO:2000400","GO:2000400","positive regulation of thymocyte aggregation",73385,11,0.503613167990008,0.48346700375433,0.498540926403298
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition",364254,55,0.501613269711429,0.48351227053508,0.498540926403298
"GO:0072070","GO:0072070","loop of Henle development",80021,12,0.503428708037647,0.48361343165538,0.498540926403298
"GO:1904357","GO:1904357","negative regulation of telomere maintenance via telomere lengthening",106559,16,0.502940454614107,0.483773379653193,0.498540926403298
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis",633296,96,0.501202958010434,0.483780787773686,0.498540926403298
"GO:0072528","GO:0072528","pyrimidine-containing compound biosynthetic process",250223,38,0.498094991639462,0.483807889453157,0.498540926403298
"GO:0043038","GO:0043038","amino acid activation",311521,47,0.501711178788791,0.483829104681735,0.498540926403298
"GO:0043039","GO:0043039","tRNA aminoacylation",311521,47,0.501711178788791,0.483829104681735,0.498540926403298
"GO:0009220","GO:0009220","pyrimidine ribonucleotide biosynthetic process",133060,20,0.502568363801178,0.484154923245051,0.498633825011693
"GO:0045176","GO:0045176","apical protein localization",85548,13,0.496837703632721,0.484269810091482,0.498633825011693
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade",1226558,188,0.499177098764427,0.484526327736785,0.498633825011693
"GO:0030811","GO:0030811","regulation of nucleotide catabolic process",237113,36,0.498144926805493,0.484651956671908,0.498633825011693
"GO:0016860","GO:0016860","intramolecular oxidoreductase activity",291683,44,0.501676940435076,0.484665251102128,0.498633825011693
"GO:0010226","GO:0010226","response to lithium ion",191029,29,0.497936873274754,0.484676694825157,0.498633825011693
"GO:0006596","GO:0006596","polyamine biosynthetic process",79985,12,0.50320222457094,0.484696290728823,0.498633825011693
"GO:0010770","GO:0010770","positive regulation of cell morphogenesis involved in differentiation",1010819,154,0.500897416075987,0.484707618210492,0.498633825011693
"GO:0006335","GO:0006335","DNA replication-dependent nucleosome assembly",205833,31,0.501986406104815,0.484747103065637,0.498633825011693
"GO:0034723","GO:0034723","DNA replication-dependent nucleosome organization",205833,31,0.501986406104815,0.484747103065637,0.498633825011693
"GO:1903427","GO:1903427","negative regulation of reactive oxygen species biosynthetic process",106520,16,0.502756381211297,0.484789477974244,0.498633825011693
"GO:0045912","GO:0045912","negative regulation of carbohydrate metabolic process",302903,46,0.498399018020508,0.48503179294908,0.498776687757265
"GO:0055007","GO:0055007","cardiac muscle cell differentiation",617326,94,0.49888315651325,0.485098249097662,0.498776687757265
"GO:0003188","GO:0003188","heart valve formation",86606,13,0.502982257455644,0.485165773860033,0.498776687757265
"GO:0043392","GO:0043392","negative regulation of DNA binding",304829,46,0.501568073819584,0.485339482337815,0.49883770720118
"GO:0009813","GO:0009813","flavonoid biosynthetic process",72393,11,0.496805451663155,0.485383413971893,0.49883770720118
"GO:0042407","GO:0042407","cristae formation",72399,11,0.496846627366745,0.485571932294888,0.498920563785252
"GO:0001191","GO:0001191","transcriptional repressor activity, RNA polymerase II transcription factor binding",548016,83,0.501146292951693,0.485622347901399,0.498920563785252
"GO:0006022","GO:0006022","aminoglycan metabolic process",1101325,168,0.500802593764779,0.485722579077801,0.498942212504462
"GO:0080111","GO:0080111","DNA demethylation",113092,17,0.50241451463147,0.486266713593953,0.499339419297577
"GO:0070182","GO:0070182","DNA polymerase binding",79930,12,0.502856208163471,0.486350873999028,0.499339419297577
"GO:0070613","GO:0070613","regulation of protein processing",475802,72,0.501164956098219,0.486385648964079,0.499339419297577
"GO:0010575","GO:0010575","positive regulation of vascular endothelial growth factor production",172680,26,0.501930053018324,0.48642615175109,0.499339419297577
"GO:0044447","GO:0044447","axoneme part",177947,27,0.498120295490109,0.486528776271154,0.499363438664237
